0.0527875,3.999,0.1377928,0.09579495,0.5510334,9.999,0.0,0.06549069,0.0,5056.8,0.05674505,0.08325797,0.07469991,0.05096172,0.06465246,0.0772378,0.04571622,0.03937284,0.03635464,0.03775903,0.02884966,0.03412794,0.03137559,0.03621927,0.03003425,0.02630992,0.02541592,0.03036518,0.03486848,0.03721901,0.05035577,0.03741308,0.02124712,0.009441191,0.03224067,318.4684,49.31738,-1.063093,-10648.42,9167.605,9512.714,0.8543186,-11.49688,63679.07,9471.611,-0.7995666,-12529.85
0.055875,3.999,0.5373155,0.2862594,2.148725,9.999,0.0,0.1790422,0.0,5228.8,0.0390835,0.06205476,0.06640926,0.04742874,0.07535476,0.08514623,0.0469553,0.04048913,0.03698353,0.0386993,0.03012241,0.03520182,0.03331782,0.03876019,0.02886296,0.02260137,0.02317672,0.02671448,0.03379934,0.04285204,0.06234333,0.04650329,0.02590753,0.01123221,0.03688158,297.5331,57.29704,0.4097401,-4510.448,11338.69,10198.53,0.4894168,-17.94548,59461.09,11603.84,0.415336,-4295.615
0.0477625,4.059,0.4257974,0.2285044,1.728312,13.887,0.01389643,0.1404242,0.1929797,4341.2,0.05135179,0.07461382,0.07147819,0.06108241,0.08881096,0.05847244,0.04422463,0.04287041,0.03620643,0.02938916,0.03270728,0.0299497,0.04371363,0.03583544,0.03071549,0.02872735,0.03579879,0.03631686,0.03899779,0.04190838,0.03723818,0.02294258,0.01743647,0.00921182,0.0371123,309.4775,53.45407,-0.6964265,-6920.211,8145.723,8369.926,1.056295,-10.99701,61738.72,10591.65,-0.6233038,-7131.06
0.048125,5.379,0.1426054,0.1466815,0.7670746,13.75,0.08700046,0.2581137,1.196256,3955.4,0.03976792,0.07092666,0.06799311,0.06166092,0.0900198,0.06486026,0.05776238,0.05801815,0.04072752,0.02398092,0.03448141,0.03113629,0.04233341,0.03572243,0.0311816,0.02957564,0.03477418,0.03799865,0.038911,0.03757602,0.02952364,0.02059845,0.01472324,0.005746408,0.04253744,297.0684,60.92553,0.2720429,-3523.169,7353.937,7555.249,1.214083,-10.56569,59681.02,12398.39,0.2953732,-3361.635
0.0503,4.558,0.1777786,0.1421329,0.8103147,10.873,0.150137,0.2284936,1.632439,5264.0,0.04816114,0.07703831,0.06326867,0.05612256,0.07176366,0.05889999,0.03864506,0.03998816,0.04022687,0.03249803,0.02753371,0.03035569,0.02896887,0.02582173,0.02491243,0.02947896,0.0385707,0.03453656,0.04426374,0.06020723,0.05231938,0.04082695,0.02405332,0.01153829,0.03064307,304.4938,48.26353,-0.2470086,-9712.744,11714.93,9900.377,0.3469105,-21.4775,60767.02,9735.679,-0.1612625,-9340.697
0.0691875,4.428,0.2655943,0.2307575,1.176052,10.322,0.3227119,0.477567,3.331032,5277.8,0.0392358,0.06269704,0.0673065,0.05690465,0.08166342,0.0651794,0.03461985,0.0400859,0.03930926,0.03562288,0.03126847,0.02756001,0.02658023,0.02622997,0.02398241,0.03139249,0.04155147,0.03397456,0.04341526,0.06065259,0.05423314,0.0433028,0.0221432,0.01108868,0.0409054,299.4397,65.15839,-0.2676851,-2793.891,12077.99,9789.587,0.2818582,-24.4035,60382.03,12880.27,-0.03995654,-3031.254
0.063,4.749,0.65019,0.4879633,3.087752,12.667,0.04398617,0.1625532,0.5571728,5435.8,0.03778583,0.06515581,0.05575071,0.04985176,0.05997252,0.059775,0.0438709,0.05532467,0.04720032,0.04904693,0.04291724,0.04201586,0.03116201,0.03647522,0.03067026,0.02820633,0.0273573,0.02577758,0.0391646,0.04427904,0.0516617,0.04093015,0.02507929,0.01056895,0.03575476,297.9408,45.56868,-0.06739833,-11183.78,10955.77,9710.67,0.6232124,-18.42789,59381.49,9105.719,0.02479233,-11107.12
0.0499,4.75,0.7539122,0.4326467,3.581083,10.064,0.001018767,0.2264121,0.01025287,4737.6,0.03215555,0.06482191,0.05355519,0.05423418,0.06345417,0.07294885,0.04932945,0.06273512,0.05498316,0.05373049,0.04415089,0.04651691,0.02894318,0.02858323,0.02756629,0.02586777,0.02435875,0.02517327,0.04375772,0.0435635,0.04788819,0.0294262,0.01532442,0.006931622,0.03328425,266.6443,56.11224,0.8381545,-3183.285,9021.108,8511.043,0.9128975,-14.87655,53148.5,11333.97,0.8869185,-3033.578
0.0581375,7.406,0.07279659,0.06466436,0.5391316,18.607,0.0184036,0.05737668,0.3424357,4997.0,0.06705419,0.09920665,0.0781924,0.0583216,0.0485194,0.03829034,0.03471368,0.03515393,0.03361805,0.03339113,0.02961855,0.03535705,0.0373115,0.03788524,0.03172745,0.03018256,0.03539529,0.03504054,0.04059382,0.04838834,0.04694554,0.03703508,0.01944958,0.008608102,0.02566062,325.7038,62.70262,-0.7186093,-4516.322,9774.063,9505.502,0.6497258,-14.03596,65589.0,12345.68,-0.6039204,-4950.187
0.0602375,6.702,0.3519454,0.2021201,2.358738,11.542,0.07018939,0.1491457,0.8101259,5830.0,0.0482167,0.07210496,0.06161408,0.06045729,0.06898998,0.05510731,0.04639196,0.04050308,0.0364433,0.02682855,0.02888179,0.02968303,0.03695698,0.03059361,0.02903098,0.02190614,0.02876848,0.02628788,0.03376371,0.04757544,0.06004734,0.06591122,0.03305855,0.01087764,0.02918785,305.0583,45.48034,-0.3343239,-12373.46,13772.01,11113.09,0.1228066,-25.0214,60887.76,9087.775,-0.1911186,-12359.7
