-656.0,744.0,-104.0,-659.51999999999998,745.21600000000001,-154.11199999999999,18.587565736265734,8.5898395794100839,16.289980233259953
-672.0,784.0,-48.0,-657.85599999999999,747.072,-147.648,26.078252702203802,12.259968026059449,32.358060757715378
-672.0,784.0,-48.0,-582.14400000000001,779.71199999999999,-174.27199999999999,184.97310957001292,78.726139597975973,72.362352200574577
-672.0,784.0,-48.0,-566.72000000000003,794.36800000000005,-179.392,181.82196126980924,78.338091475348065,72.246787720977608
-672.0,784.0,-48.0,-535.80799999999999,815.93600000000004,-183.232,182.08383546048233,82.931850962100199,73.811341784308453
-672.0,784.0,-48.0,-474.11200000000002,855.03999999999996,-205.376,179.725355629082,87.223336326925718,70.847855465073891
-600.0,928.0,-104.0,-427.64800000000002,888.89599999999996,-213.31200000000001,157.51836748773141,72.761948736960036,58.209609653389705
-1088.0,672.0,56.0,-465.34399999999999,883.00800000000004,-182.33600000000001,117.58742136810382,91.637764791596709,46.009902238539908
-1088.0,672.0,56.0,-475.96800000000002,870.20799999999997,-174.65600000000001,134.00560800205341,114.70499874024672,54.453959121444967
-1088.0,672.0,56.0,-497.34399999999999,858.11199999999997,-170.048,138.20420277256406,114.77764353740672,52.032275522025749
-1088.0,672.0,56.0,-549.63199999999995,828.03200000000004,-152.19200000000001,124.22441215799735,108.27460910111844,39.04083933523971
-1088.0,672.0,56.0,-595.072,798.33600000000001,-144.19200000000001,105.55530690590597,97.892262738175589,38.685128098534193
-800.0,408.0,8.0,-625.15200000000004,778.30399999999997,-145.91999999999999,43.497688398350547,53.218376375083075,30.733330441070002
-640.0,768.0,-96.0,-623.36000000000001,783.93600000000004,-146.49600000000001,20.40486216567022,12.37270803017674,16.204011355216952
-640.0,768.0,-96.0,-626.68799999999999,781.952,-146.43199999999999,18.072040725939061,10.114430087750867,15.585806876770929
-640.0,768.0,-96.0,-626.43200000000002,781.37599999999998,-146.75200000000001,17.357574024039188,9.0382865632817815,12.804159324219611
-608.0,792.0,-128.0,-621.56799999999998,783.48800000000006,-152.12799999999999,17.14985061159426,8.4509085902049605,8.5855469249198109
-608.0,792.0,-128.0,-621.18399999999997,784.06399999999996,-153.40799999999999,18.748177084719465,8.5563955027803615,9.166980746134465
